,0
931,"좋아요 103개
if1914
.
문짝 떼낼 뻔!!
맛집 문 찾기가 이렇게 힘든 일이야??😱
알면서 뒤에서 찍고 있었던, 에라이!!🤬🤬ㅋㅋㅋ
뒤 사람들도 덩달아 당황하시고.... ㅋㅋ
문이 아주 #다락 답게👍
.
.
#성수동맛집
#성수다락
#당연할거라는착각
#저것은훼이크😅
#시원해서좋다🍃
#사악한🤬🤬
#멋적은웃음ㅋㅋㅋㅋ
#나하나희생하여즐거울수있다면
#팔의힘은찐이야🤣🤣🤣
3일
3일 전
게시"
932,"좋아요 130개
i._.rme
소파랑 내 니트 보호색💙
3일
i._.rme
💙
3일답글 달기
답글 보기(1개)
being_gombi4
안녕하세요:) 혹시 DM 가능하세요? 피드보고 여쭤보고 싶은게 있어서요💛
3일답글 달기
sv.charm10
collab✨ dm @sway_vintageofficial
3일답글 달기
3일 전
게시"
933,"좋아요 9개
zziny_da
#서울숲 #서울숲맛집
#성수 #성수동 #성수동맛집
#구욱희씨 #구욱희씨카페 ☕️🍪
3일
3일 전
게시"
934,"좋아요 86개
heysolynni
오늘 하루도 클리어..😇
3일
heysolynni
🌵
3일답글 달기
답글 보기(1개)
rin._________
예쁜넘❤️
3일답글 달기
2sso_o
헬시/뷰티/바디 사업하는 이소현입니다. 메세지 가능하신가요~?☘️
2시간답글 달기
3일 전
게시"
935,"좋아요 254개
onda.nail
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀

╭ 신사역 𝚘𝚗𝚍𝚊𝚗𝚊𝚒𝚕╮

소중한 후기,오늘꺼 모아봤어요 !!!
감사합니다 🙇🏻‍♀️💗💗💗
📌2인 예약시,또는 지인소개시
미리 말해주세요(서비스)

⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
❤️‍🔥이달의아트+정잘체아트❤️‍🔥
모든 정찰제아트와 이달의아트는
샵내에 표기되어 있습니다
*궁금 하신 분
플친메세지로 문의하세요 ◡̈

*회원권<문의>
회원권마다 혜택이 다르니 상담
필요하신 분들은 따로 안내받아보세요 ◡̈
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
모든 선생님 시술시 답변이 지연되는 점
양해부탁드립니다.
급하신 고객님은 ☎️010-2179-3883
전화주세용 ◡̈
X예약폰은 카카오톡 안됩니다X
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#온다네일
#가로수길네일#신사역네일
⠀⠀⠀⠀⠀⠀⠀
3일
onda.nail
♡
3일답글 달기
답글 보기(1개)
thecoffeecompany_official
사진들이 다 매력적이네요, 좋아요 누르고 갑니다 :)
3일답글 달기
3일 전
게시"
936,"좋아요 1개
su31216_
협찬
#심술집 #건대
갓성비 넘치는 술집은 심술집이 짱이다 진짜
가성비를 엄청나게 따지는 나의 마음에 쏙 들어버렸으니 말이양!
매번 갈때마다 엄청나게 주문해서 거의 다 먹고 오는듯!
덕분에 내 배는 완전 빵빵ㅋㅋㅋㅋ
진짜 완전 추천합니다! 한번 꼭 가보세요!
.
.
.
.
.
#성수동맛집#건대입구역#건대맛집#건대입구맛집#건대술집#서울맛집#건대술집심술집#어린이대공원#건대입구#어린이대공원역#성수역#뚝섬역
3일
3일 전
게시"
937,"좋아요 167개
injustagram
💋
·
·
#성수동맛집 좀 다녀왔오요😍
음식 좀 아시는 언니가 데리고 와주셔서 맛있게 #촵촵촵👍
줄서는거 안좋아해서 그냥 오는편인데
#대기탈만한곳 이네요
·
·
여성스럽게 먹지못한 뒷자리🤪
·
·
#쭈의일상 #낮술 #토요일 #주말
3일
goldsisters_hyewon
ㅋㅋㅋㅋㅋㅋㅋ언냐 설거지하신줄
3일답글 달기
답글 보기(2개)
myangs_life
완전 맛있나봐요오오😍저도 기다리는거 싫어서😂 대기탈만한곳이면 👍 👍
3일답글 달기
답글 보기(1개)
heekyoung2226
ㄲㅑ아❤️ 맛난거 옴총드셨네요~~ 꼬르륵🙈🙈😊😜😜
3일답글 달기
답글 보기(1개)
jini__11
꺄..햄버거 비주얼 대박대박😍😍
3일답글 달기
답글 보기(1개)
bingo525
우와 맛집맞네요😍 완전싹쓸😍
3일답글 달기
답글 보기(1개)
haha_camping
완전 맛있겠어요😍 인주님 편안한밤되셔요😍
3일답글 달기
답글 보기(2개)
hro1004
햄버거 비쥬얼보고 깜놀했다요🍔🍔🍔 너무 맛있어보여요❤️❤️❤️
3일답글 달기
답글 보기(1개)
jicrystal82
와우 싹싹 비우셨어용 ㅋㅋ 음식사진도 넘 잘찍어서 더 맛나보여용 😍👏👏
2일답글 달기
답글 보기(1개)
gudohee_wedding
즐주말되세요 😍🙌
3일답글 달기
답글 보기(1개)
bjy0531
깨끗하네요👏👏👏👏
3일답글 달기
답글 보기(1개)
seon7942
저도 먹어보고 싶네요
3일답글 달기
답글 보기(1개)
high_vera_
마지막 사진 접시가 느므느므 깔끔해 ㅎㅎㅎ👏👏👏
3일답글 달기
답글 보기(1개)
3일 전
게시"
938,"좋아요 187개
hi.k_818
- #기록의쓸모 #셀프인테리어
-
#어제의기록
출근전 아침에 모더나 1차 맞고 일하고
퇴근하자마자 열나서 집에와서 기절함

#오늘의기록
지금 사는집 내놓은 부동산에서 아침 일찍 집보러와서 집 치우고, 김치찌개 끓여먹고 짐 챙겨서 이사갈 집으로 고고🏃🏻

이제 진짜 이집은 내집!
(이제는 재개발을 존버하며 기다려봅니다…🧎🏻)

근데 당장 남은돈이 별로없는데 가구를 새로 싹 다 사기로 함….어쩔수없이 도배랑 바닥이랑 화장실 수리만 업체쓰고, 나머지는 셀프로 해결하기로 했음..(하…😇나란 년, 역시 생각이 짧아. 이 생각때문에 오늘 이렇게 고생한거자나??)

어지럽고 졸리고 열이 슬슬 올라오고, 모더나 근육통때문에
왼팔은 아예 들지도 못하는 상태였음?ㅋㅋㅋㅋㅋ

전 세입자가 해놓은 이상한 시트지를 다 떼내고, 여기저기 붙여놓은 이상한(전 세입자가 애기를 키우셔서 애기가 못열게 하는 거, 애기가 못넘어가게하는거, 애기 안부딪히게 하는 가드같은거 여기저기 강력접착제로 다 붙여놨는데 이거 진짜 안떨어지고 약품으로 긁어야 떨어지고 가구 시트지도 다 망가짐)것들 떼내고, 페인트 이상한색(핑크와 블랙ㅋㅋ)으로 칠해놓은거 다시 흰색으로 페인트칠 안되어있는 곳이랑 벗겨진 곳에 다시 덧칠하고…새로 다 창틀이랑 샤시에 실리콘 쏘고…

필요한 재료를 미리 생각 못해, 사러 나가야해서
엘베없는 5층을 6번은 족히 오르내린거 같다.
역시 사람은 머리가 나쁘면 몸이 고생하는것이여…🥲

이 와중에 가구들은 하나 둘 도착하기 시작..산넘어 산!
하은이 책상이 와서 셀프 조립ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아 또 뭐 철제 책상으로 부속품 많은걸 시켜가지고ㅋㅋㅋ
팔아파 죽는줄..

녹초가 되어서 집에 왔다…
손에 묻은 실리콘과 페인트는 지워질 생각을 안한다..
아니, 나도 지울 생각이 없고 일단은 누워있어야겠다😩휴….

너무 힘든하루…접종하고 쉬어야한다는데 나는 어느날보다
더 열정적으로 움직인듯하네😥

무심한 하은이는 주말이니까 넷플로 영화보자며 안방에 와서 싸리와 함께 내 종아리를 잡고 애처롭게 매달리고 있음😮‍💨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

아 맞다! 당근마켓보다가 정수기 새거 20만원에 판다고 해서, 내일 정수기 직거래하러 다녀와야한다.

참 33살의 김해인..열심히 산다…!!!ㅋㅋㅋㅋㅋㅋ
칭찬해!!😎하하하
-
-
3일
hi.k_818
🔥
3일좋아요 1개답글 달기
답글 보기(1개)
adcp_y
셀프인테리어 고통...하...🔥🔥화이팅!
3일좋아요 1개답글 달기
답글 보기(1개)
k_bitnaa
므찌다🔥
3일좋아요 1개답글 달기
답글 보기(1개)
therich_ace
고생많았누
3일좋아요 1개답글 달기
답글 보기(1개)
ssalra
👏
3일좋아요 1개답글 달기
답글 보기(2개)
9x0915
언니 진짜 살이 찔 시간이 없는듯ㅋㅋㅋㅋ 진짜 최고에요👍🏻
3일좋아요 1개답글 달기
답글 보기(1개)
3일 전
게시"
939,"좋아요 20개
reminiscent.co.kr
밤산책에 젤라또까지,, 🦦🤍
오빠랑 아주 꼭 붙어있었다 (평일이 기다려지는건안비밀)
3일
reminiscent.co.kr
#일상 #기록 #일상공유 #주말 #토요일 #데이트 #럽스타그램 #신혼부부 #임산부 #임산부일상 #예비맘 #젤라또 #성수동맛집 #성수동데이트 #daily #weekend
3일답글 달기
3일 전
게시"
940,"좋아요 80개
chaenvely__
누가 창문에 남자분좀 없애줘라
3일
tbrod._.2
슥삭쇽
3일좋아요 1개답글 달기
chaenvely__
#성수 #김현우 #하트시그널 #아치 #성수동맛집 #일상 #소통 #좋반 #오오티디 #서울숲 #박제 #archi #nature #ootd #café #fff #l4l #photography #instafood #daily #photoism #foodphotography #goodvibes
3일답글 달기
goldundersilver
내가 거기까진 능력이 안된다 😢
3일좋아요 1개답글 달기
___hongb
똑똑 .. 잠시만 ... 비키주세요 말하고싶당 ... 😮
3일좋아요 1개답글 달기
mingwan_0311
안녕하세요☺️ 피드보고 문의 드리고 싶은데 디엠 괜찮으신가요~?
3일답글 달기
3일 전
게시"
941,"좋아요 72개
innzin_
좋다 좋아~🌳🌳🌳
3일
3일 전"
942,"좋아요 6개
luckypenny_seoul
하이랜드쉬라즈

*매년 로버트 파커, 제임스 할리데이등의 유명 와인 평론가들에게 뛰어난 평가를 받는 매력적인 호주와인 입니다.
미디엄 바디를 가지고 있으며, 부드럽고 우아한 타닌과 튀지 않는 산도가 특징입니다.
맛도 좋은데 레이블도 너무 이쁜 호주 와인!

#럭키페니#하이랜드#쉬라즈#와인#성수맛집#서울숲맛집#파스타맛집#프렌치#성수동맛집
4일
dmiy___86
선팔하고 가요! 맞팔하실래요?
4일답글 달기
4일 전
게시"
943,"좋아요 62개
ijus__z
🤍
12주
7월 1일"
944,"좋아요 162개
wn_dong_eun
음식을 할 줄 아는곳이네.
정말 진심 추천 할만한곳 #미도인성수
.
.
.
.
.
#성수400등심스테이크덮밥#미도인#성수스테이크#성수맛집#스테이크맛집#성수맛집미도인#성수동맛집#성수스테이크맛집#뚝섬데이트#성수역맛집
3일
watabigpang
😧
3일답글 달기
watabigpang
💖
3일답글 달기
watabigpang
🐏
3일답글 달기
3일 전
게시"
945,"좋아요 134개
mgyeong2169
서울숲 나들이~🌿
마무리는 역시 맛있는걸루😚😚
#성수동맛집 검색하고 와봤는데 여긴 찐인걸루👏👏
#고집132성수본점
.
.
.
#성수동맛집고집132 #성수동맛집 #성수맛집 #뚝섬맛집 #서울숲맛집 #한양대맛집 #성수동핫플레이스 #성수동데이트 #성수동술집 #성수동밥집 #성수동고기집 #고집132
3일
niakyujong92
🌞
3일답글 달기
niakyujong92
💖
3일답글 달기
niakyujong92
🐏
3일답글 달기
3일 전
게시"
946,"좋아요 321개
ecko0718
#꿉당
_
여기가 그 유명한 밥 맛집
_
다시물로 만들어낸 밥
워낙 인기라 가끔 밥이 없을때도 있다고 함
_
살짝 갈색빛이 도는 밥
김 모락모락 피어오를 때 맨밥을 집어먹어야 진짜 밥맛을 알 수 있다
_
맨밥도 짭짤한게 반찬없이 먹어도 맛있다
_
물론 먹적 st. 로 먹는 방법이 최고인듯
_
목살 삼겹살 가득 올린 후 와사비 한무더기 투하. 쓱싹쓱싹 비비면 밥알에 돼지기름기가 한알한알 코팅.
_
더 이상 말로 표현할 수가 없네
_
각 2 공기씩 가뿐하게 해치움
_
안창살 느낌나는 갈매기살과 가브리살도 좋지만
삼겹살과 목살을 이길 순 없다
3일
erika_minhye_shin
대박 👏👏👏
3일좋아요 1개답글 달기
답글 보기(1개)
surugiya
크 꿉당👍👍👍
3일좋아요 1개답글 달기
답글 보기(1개)
view_ppoint
꿉당밥은 사랑이죠😍😍😍
3일좋아요 1개답글 달기
답글 보기(1개)
aaa6390
나는 전에 밥 다 떨어졋다고 못먹고 왓음..
3일좋아요 1개답글 달기
답글 보기(1개)
mat_choice
밥이 진짜 맛있어 보입니다!
꿉당 꼭 가봐야겠네요.🤤😋👍🏻
3일좋아요 1개답글 달기
답글 보기(1개)
ecko0718
#밥집 #돼지고기맛집 #삼겹살 #목살 #갈매기살 #목살맛집 #삼걉살맛집 #돼지고기 #신사동꿉당 #신사역맛집 #신사역 #신사맛집 #밥맛집 #쌀밥 #된장찌개맛집 #된장찌개 #성수동꿉당 #성수동맛집 #땅코참숯구이
3일답글 달기
kor_road
짭쪼름달콤한 밥에 뭐하나 올려 먹으면 넘 맛나죠👏👏 먹팔하구갑니다 소통하실래요?😍
3일좋아요 1개답글 달기
hhow94
여기 밥 맛집 인정합니다 🔥🔥
3일좋아요 1개답글 달기
3일 전
게시"
947,"좋아요 1,921개
amourfor_u
아무 날도 아닌데 🥺
날 닮은 케이크라며 선물해준..
너무 감동이야 고마워 내사랑 ♡

너무 귀엽고 예뻐서 먹기가 힘들었던 #에스더버니케이크 ♡

너무 예쁘죠🎂
#내가에스더버니덕후인건어떻게알고 센스쟁이🐰

#케이크 #깜짝선물 #에스더버니
3일
bammy.99
토깽이 너무 예쁘다❤️❤️❤️❤️
3일좋아요 3개답글 달기
답글 보기(1개)
pinlots
귀요미 ...❤️
3일좋아요 1개답글 달기
답글 보기(1개)
angelbsb44
❤️
3일좋아요 1개답글 달기
답글 보기(1개)
yell2515_
우와 진짜 예쁘네요
3일좋아요 1개답글 달기
답글 보기(1개)
cattzz_bom
꺗 토랭이닮은 에스더바니❤️❤️❤️ 사랑스러워🥰🥰🥰
3일좋아요 1개답글 달기
답글 보기(1개)
vv_vid
두번째 사진 넘 섹시해,,❤️
3일좋아요 1개답글 달기
답글 보기(1개)
sasukehazmi
❤️❤️💋
3일좋아요 1개답글 달기
답글 보기(1개)
s83z10
미녀 사랑함🤤🤤😍😍❤️❤️❤️❤️
3일좋아요 2개답글 달기
답글 보기(2개)
amourfor_u
🐰
3일좋아요 6개답글 달기
답글 보기(1개)
pantom4933
예쁜 케이크로 주말이 더 예뻐질거 같아요 예쁜 토랭이님🐰❤️
3일좋아요 1개답글 달기
답글 보기(2개)
amourfor_u
🐰
3일좋아요 6개답글 달기
답글 보기(2개)
7bloomgravim
very cute
3일좋아요 101개답글 달기
3일 전
게시"
948,"좋아요 5개
iyuji838
오늘은 뭐 바를까 행복한고민

#좋반도댓글 #일상소통그램 #인친구함 #맞팔합시다 #집사소통환영 #의사소통 #직딩소통 #선팔환영 #댓글좋아요 #맞팔100퍼 #팔로우테러 #인천맘소통 #인스타맞팔 #패션소통 #줌마소통 #맞팔가요 #다이어터소통 #좋아요태러 #좋반맞팔 #좋아요100 #인스타좋아요늘리기 #첫줄좋반 #선팔하면맛팔 #육아소통맞팔 #거제도맛집 #성수동맛집
3일
3일 전
게시"
949,"좋아요 20개
yu_n_h
진짜 오랜만에 소바 먹었는데
예상외로 너무 맛있어서 만족
친구가 니신소바 먹었는데 비리지도 않고
담백하고 넘 맛있었음ㅜㅜ
새우튀김도 맛있고 완전 만족스러운 한끼❤️
3일
yu_n_h
❤️
3일답글 달기
답글 보기(1개)
3일 전
게시"
950,"좋아요 26개
yudong_table
진짜가 아닌 #찐짜솥뚜껑삼겹살갈비
성수동 수십년된 #함바집 #노포

백반은 5,000원, 부대찌개는 7,000원.
맛 만큼 사장님 인심도 좋으시다🙂

요즘 젊은이(?)들이 늘었다고-
평일점심엔 일하시는분들 백반을 판매하셔서
주말점심에 부대찌개를 파시는 듯 했다🙃

얼음물부터 최고👍🏻

#성수 #성수동 #부대찌개 #성수동맛집
3일
yudong_table
#서울 #서울가볼만한곳 #서울노포식당 #서울맛집추천 #맛집 #맛집리뷰 #먹스타그램
3일답글 달기
rka6410586
선팔 하고 갑니다~
3일좋아요 1개답글 달기
3일 전
게시"
951,"좋아요 25개
hhhhhhhannna
이제 좀 닮아가나..?!👫
.
.
.
.
#왕자님 #애기씨 #ㅋㅋㅋ #연애스타그램 #연애 #남자친구 #거울샷 #손꼭잡고 #나란히 #청청코디 #통했네 #사이좋게지내자 #성수동맛집 #성수동카페 #성수카페 #성수 #주말 #데이트
3일
chaeroh._v
반갑습니다. ღ 인스타 피드관련 해서 문의드릴게요:-) 잠시 소통 가능하세요?
3일답글 달기
h_zyoooo0
커플룩 귀엽꾸여:)
3일답글 달기
답글 보기(1개)
3일 전
게시"
952,"좋아요 23개
gg0mee
한달을 기다렸옹😋
-
-
#미리받은생일상
#느므마시쪙
-
-
#쿠나 #kuna #성수쿠나 #성수동맛집 #문어당근퓨레 #polpo #carrotpuree #뇨끼 #gnocchi #이렇게맛있는거반칙 #츄릅 #delicious #맛있다 #yumyum #냠냠 #food #음식 #italianfood #이탈리안음식 #생일 #birthday #축하 #주말
3일
3일 전
게시"
953,"좋아요 24개
vintagepinkmood
_
🏷 [ @platz_seoul : #성수 ]
🏷 [ @deutsc.park : #정릉 ]
_
오빠랑 여유로운 주말데이트🧸
곳곳에 있는 귀여운 것들이 너무 좋다
-
새롭게 좋아지는 곳들이 많아지는 중
-
-
-
#성수동카페 #정릉시장 #플라츠 #도이칠란드박
3일
vintagepinkmood
☁️
3일답글 달기
답글 보기(1개)
pani.kimm
파니도파니도꒰⑅ •̥ ·̮ •̥ ⑅꒱ ♥︎·°
3일답글 달기
minjoy_review
안녕하세요◡̈ 인플 플랜 드리려고 하는데, 디엠 괜찮으신가요~??
3일답글 달기
3일 전
게시"
954,"좋아요 183개
kiiae89
#서울숲맛집 #화화담
예쁜 그림을 보이는 한상이 차려졌다.
새하얀 순백의 테이블 위로 알록달록한 색상을 보이는 음식이 올려지자 환상 그자체다.
.
.
.
.
#성수동오육쌀국수#화화담성수#성수양전쌀국수#성수맛집#또가고싶은곳#성수맛집화화담#인생베스트맛집#성수동맛집#성수동맛집인정
3일
ksars.1
😆
3일답글 달기
ksars.1
🌛
3일답글 달기
ksars.1
🌝
3일답글 달기
3일 전
게시"
955,"좋아요 19개
hyogi_wh35
지금까지 먹었던 수제버거 중 정말 최고였다.
맛으로 감동받음👍
어우 리얼 어니언링까지..
여긴 찐이다 찐!!!!!!!!!!!!
번스부터 해서 소스, 패티...
거기다 베이컨까지 모두 직접 만드는 곳
직접 훈제한 베이컨 맛보고 싶었는데
소진되서 못먹은게 아쉬웠다ㅜㅜ

그리고 여기 맛집이 너무 많아써!!!!!!!!!!!

#성수동맛집 #서울숲맛집 #수제버거추천 #수제버거맛집 #엘더버거 #더블엘더클래식 #어니언링맛집
3일
3일 전
게시"
956,"좋아요 24개
ddo_muk_ju
노티드 커피잘하네~🐻🐻‍❄️
3일
ddo_muk_ju
🐻‍❄️
3일답글 달기
답글 보기(1개)
muk_jaeng_i
오마이갇 노티드🤭🤭
3일답글 달기
답글 보기(1개)
3일 전
게시"
957,"좋아요 7개
hppy_koo777
뭘까, 이 형용할 수 없는 맛은. 또 먹고 싶다. 간절하게...
#사위식당
.
.
#낙곱새#성수동맛집 #성수동 #서울숲맛집 #서울숲 #데일리 #jmt#성수역맛집#성수맛집 #성수동카페 #맛점 #맛저 #성수동핫플레이스#seoul #성수동데이트 #건대맛집 #일상 #포장 #갬성 #성수동카페거리 #성수동맛집사위식당
3일
3일 전
게시"
958,"가장 먼저 
좋아요
를 눌러보세요
hwangseoseo2
립덕후인 날 설레게한녀석

#닭띠맘소통 #광고맞팔안함 #청주맘소통 #맞팔해요 #소통스타그램 #주부소통 #맞팔환영 #맞팔로우 #댓글반사 #맞팔선팔환영 #인친환영 #좋아요꾸욱 #햄스터소통 #맞팔의리 #예신소통 #딸맘소통 #맞팔하자 #선팔은댓글 #선팔하면맞팔 #소통원츄 #맞팔좋아요 #좋아요꾹 #육아소통환영 #팔로우 #성수동맛집 #홍대맛집
3일
3일 전
게시"
959,"좋아요 174개
gabong96_kailey
성수 찐 피자맛집 #hdd🍕
기본적으로 도우 자체가 너무 쫀득하고 트러플포테이토&핫치킨 토핑.. 이건 먹어야해‼️😭
3일
gabong96_kailey
#hdd#성수동맛집#성수맛집#피자맛집#피자#피맥#pizza#selpic#pictureoftheday#dailypic#pizzalover
3일답글 달기
wjddmseee
Zl려따이 .... 🥺
3일좋아요 1개답글 달기
sum__m
최고였어..
3일좋아요 1개답글 달기
_nuguseyo.mandu_
우왕ㅋㅋ
3일좋아요 1개답글 달기
sieun84
안녕하세용~ DM드려도 될까여~??☺️
3일답글 달기
kimxohyun
어머 이미지가 너무 좋으세요 ~🔥 디엠 가능하실까요 ~?
3일답글 달기
답글 보기(1개)
gvo_ever
우와! 정말 도우 자체가 쫀득해보이고 맛있어보이잖아?! hdd 피자 꼭 기억할거야! 암 그렇고 말고!!!!
3일답글 달기
답글 보기(1개)
azure_yk
야 피자 존맛이겠다🔥🔥🔥
3일좋아요 1개답글 달기
3일 전
게시"
960,"좋아요 9개
razberry0304
최근 목표, 새로운 것 도전하기 일환으로 성수동 오레노카츠의 체다크림치즈돈카츠 도전!!

#오레노카츠 #성수동맛집 #돈까스 #생돈카츠 #데이트 #뚝섬역맛집 #주말나들이 #체다크림치즈돈카츠

뚝섬역을 갔다는건 참치덮밥집에 또 실패했단 뜻이다.. 세 번째 실패하면 도전 안해야지🤣
그와 별개로 이 가게 맛있었다! 최근 유행하는 돈까스보단 좀 더 옛날 일본식 돈까스 맛집 느낌? 고기 도톰하고 튀김옷은 얇고 바삭한데 입 안에선 찔리지 않는 부드러움의 조화.
먹어본 개인 취향은 그냥 생돈카츠인데 체다치즈나 매운맛 비쥬얼이 워낙 강렬해서 한 번은 도전하면 좋은듯!
오늘도 좋은 맛집이았다🥰😋🎉
3일
orenokatsu
방문해주셔서 감사합니다🙏🙏
3일좋아요 1개답글 달기
3일 전
게시"
961,"좋아요 338개
nozuno_
이렇게 찍는 게 유행이라고 해서,,
3일
nozuno_
🙌
3일답글 달기
답글 보기(1개)
beomssu
언제갔대 나몰래 ㅡㅡ
3일답글 달기
답글 보기(1개)
hi_._dong
멋지당
3일답글 달기
답글 보기(1개)
ssinnnnee_
몰바 😮😮
3일답글 달기
답글 보기(1개)
hx_xnis
표정은 남친인데 티가 힘들어보여…
3일답글 달기
답글 보기(1개)
3일 전
게시"
962,"좋아요 214개
ji_ne.e719
왜 온센온센 하는지 알겠씀•••🤎
텐동 맛있게 먹는법 필독중 💯 #온센성수
3일
ji_ne.e719
🍱
3일답글 달기
답글 보기(1개)
hinew.me
우앙 여기 지나가다가 보고 가봐야지했는데😍❤️❤️먼저 다녀가셨군녕 저두 꼭 가봐야게써요
그와중에 찌니님 미모도 최고
3일좋아요 1개답글 달기
답글 보기(1개)
184_m.s_
텐동 덕후로써 꼭 가봐야 한다..메모하겠습니다🙄
3일좋아요 1개답글 달기
답글 보기(1개)
ye_d
핫 넘 맛있겠어요🤤🤤
3일답글 달기
답글 보기(1개)
j_mgul
나도갈뤠에에엥ㄱ
3일답글 달기
답글 보기(1개)
jenna_chch
으아 넘 맛있겠어요ㅠㅠㅠ 여기 웨이팅 길 것 같아서 아직 도전 못하는중이에요😿
3일답글 달기
답글 보기(1개)
neverbemodern
텐동 푸짐하군요,,, 🤤🤤
3일좋아요 1개답글 달기
thespotis_lucir
텐동도 텐동인데 너무 예쁘시잖아요💗
3일좋아요 1개답글 달기
nuskin_orosy
노른자 터트려서 밥 밥 먹고싶다 🔥🔥🔥
3일답글 달기
답글 보기(3개)
sh_0623_
피드 넘 예뿌요 ❤️
2일답글 달기
sieun84
안녕하세용~ DM드려도 될까여~??☺️
3일답글 달기
3일 전
게시"
963,"가장 먼저 
좋아요
를 눌러보세요
aserry1234
맛이면 맛, 서비스까지 완벽했던 곳으로
최근 먹었던 맛집 중 베스트로 기억될 것 같아요➰💕
남녀노소 다 좋아할거라고 확신해요..☺️☺️
분위기도 괜찮아서 가족, 친구, 데이트장소로도 추천하고파요🙌
#고집132성수본점 #성수동맛집고집132 #성수동맛집 #성수맛집 #뚝섬맛집 #서울숲맛집 #한양대맛집 #성수동핫플레이스 #성수동데이트 #성수동술집 #성수동밥집 #성수동고기집 #고집132
3일
3일 전
게시"
964,"좋아요 1개
whuddns3993
고집132 가려고 성수동 가는 1인ㅋㅋㅋ
132시간 저온숙성하는 특별한 제주숙성돼지고기 맛집인데
갈때마다 대만족이라 별을 오조오억개 주고싶음⭐🌟⭐🌟⭐
#고집132성수본점 #성수동맛집고집132 #성수동맛집 #성수맛집 #뚝섬맛집 #서울숲맛집 #한양대맛집 #성수동핫플레이스 #성수동데이트 #성수동술집 #성수동밥집 #성수동고기집 #고집132
3일
3일 전
게시"
965,"좋아요 27개
woojin_5339
곱창 맛집. 양밥 그리고 백김치도 그리고 처음맛본 #왕주 도 맛있었던 날

대기는 8팀 그리고 1시간..

근데.. 후식 못먹은건 지금 암.. 😂😂

#성수동맛집 #성수동곱창집 #소인수서울 #28377번째방문자 #전참시맛집 #왕주 #와이프와함께❤️ #데이트 #210925 #담엔후식을꼭
3일
jihyun_gracia
❤️
3일좋아요 1개답글 달기
3일 전
게시"
966,"좋아요 86개
singleman_house
💉
많은 분들이 귀여운 인증서 자랑하실때 좀 부러웠는데
저도 오늘 접종 받으면서 받았습니다.

Hoxy 몰라서 내일 휴무를 잡았는데
이용에 참고 부탁드리며 부디 살아 돌아올 수 있게 기도해주세오!.!

즐거운 주말 되십쇼!

[9월 26일 일요일 휴무]

#구의동전집#구의동맛집#광진구맛집#건대맛집#광진구전집#성수동맛집#자양동맛집#아차산맛집#강변맛집#술#막걸리#레트로#성수동전집#서울맛집#보쌈#파전#자양동전집#아차산전집#막걸리맛집#서울전집#강변전집#구의맛집#감성#술스타그램#데이트#전통주#불금#회식#총각집#구의동총각집

🏠 : 서울 광진구 아차산로 55길 30, 1층
⏰ : 오후 6시 ~ 새벽 2시 (코시국 5시 오픈)
📌 단체예약,문의사항 👉 DM으로!! 👏👏
3일
femme_fatale_a
물 많이 드시고 접종 부위 냉찜질하시면서 푹 쉬세요~
3일좋아요 1개답글 달기
답글 보기(1개)
3일 전
게시"
967,"좋아요 21개
stay_hungry23
#성수명당 신사점 생참치연어김밥 구운고등어초밥 고추마늘듬뿍치킨 모스카토

주소 : 서울 강남구 강남대로160길 10

요번엔 본점은 예약이 꽉차 신사점으로 갔다! 분위기는 본점이 더 있지만 좌석은 개인적으로 신사점이 더 편했다 참고!

생참치연어김밥은 딱 생각하는 그 맛인데 새우튀김의 바삭한 식감이 섞여있어 좋았다 개인적으로 오늘 먹은 메뉴 중 제일 맛있었다.
구운고등어초밥은 살짝 비린맛이 났는데 다른 친구는 이게 제일 맛있다고했다.
고추마늘듬뿍치킨은 신메뉴인데 매콤한 소스가 맛있다 고기도 부드러워서 좋았는데 튀김이 조금만 더 얇으면 좋을 것 같다.
결론은..아주 만족스러운 식사였다!

서비스도 너무 좋음

#신사맛집 #성수동맛집 #서울맛집 #신사역맛집 #신사동맛집 #먹스타그램 #맛스타그램 #맛집추천
3일
seongsu_myeongdang
안녕하세요 성수명당입니다^^! 좋은 사진 감사합니다. 혹시 마케팅 용도로 출처를 남기고, 사진을 퍼가도 괜찮을까요? 😊❤️
2일답글 달기
3일 전
게시"
